Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03,79.93000030517578,78.26000213623047,79.0,79.25,1814800.0,76.75592803955078
2017-01-04,82.38999938964844,80.5,80.73999786376953,82.2699966430664,3318900.0,79.68090057373047
2017-01-05,82.88999938964844,80.95999908447266,82.20999908447266,81.68000030517578,2841600.0,79.10946655273438
2017-01-06,82.68000030517578,80.94000244140625,81.94000244140625,82.44000244140625,2349600.0,79.8455581665039
2017-01-09,82.51000213623047,81.18000030517578,81.87000274658203,81.37000274658203,1959800.0,78.8092269897461
2017-01-10,82.08000183105469,81.01000213623047,81.41999816894531,81.30000305175781,2398100.0,78.74142456054688
2017-01-11,82.88999938964844,80.81999969482422,81.05000305175781,82.8499984741211,3031000.0,80.2426528930664
2017-01-12,82.98999786376953,81.13999938964844,82.98999786376953,82.08999633789062,2411700.0,79.50655364990234
2017-01-13,83.48999786376953,82.48999786376953,82.55000305175781,82.93000030517578,2191400.0,80.32012939453125
2017-01-17,82.38999938964844,80.13999938964844,82.12000274658203,80.19999694824219,2014100.0,77.6760482788086
2017-01-18,80.38999938964844,78.87000274658203,80.22000122070312,80.1500015258789,2372700.0,77.62761688232422
2017-01-19,80.4000015258789,78.37999725341797,80.22000122070312,78.75,2242100.0,76.27167510986328
2017-01-20,79.41000366210938,78.45999908447266,79.05999755859375,79.01000213623047,1614600.0,76.52349090576172
2017-01-23,79.16000366210938,77.94999694824219,78.75,78.55999755859375,1073600.0,76.08766174316406
2017-01-24,80.87000274658203,78.2300033569336,78.87999725341797,80.5199966430664,2736100.0,77.98597717285156
2017-01-25,78.4000015258789,74.44999694824219,75.0,77.80000305175781,6599000.0,75.35157775878906
2017-01-26,77.66000366210938,75.9800033569336,77.0999984741211,76.58000183105469,4242400.0,74.16996765136719
2017-01-27,76.56999969482422,75.88999938964844,76.5,76.0,2299400.0,73.60822296142578
2017-01-30,76.31999969482422,75.13999938964844,75.80999755859375,76.19999694824219,2077500.0,73.80193328857422
2017-01-31,76.41999816894531,75.55999755859375,75.95999908447266,76.19999694824219,2481400.0,73.80193328857422
2017-02-01,77.43000030517578,76.01000213623047,76.87999725341797,76.33999633789062,2515900.0,73.9375228881836
2017-02-02,76.2699966430664,75.08000183105469,75.62000274658203,75.97000122070312,2535700.0,73.57917022705078
2017-02-03,77.54000091552734,76.5,77.02999877929688,77.54000091552734,2280700.0,75.09976196289062
2017-02-06,77.77999877929688,76.72000122070312,77.0199966430664,77.31999969482422,1354700.0,74.88668060302734
2017-02-07,77.70999908447266,77.04000091552734,77.68000030517578,77.5,2158500.0,75.0610122680664
2017-02-08,77.5,76.0,76.80999755859375,77.3499984741211,2589500.0,74.91574096679688
2017-02-09,78.25,77.04000091552734,77.54000091552734,77.94000244140625,1814800.0,75.48717498779297
2017-02-10,78.25,77.33000183105469,78.22000122070312,78.11000061035156,1951600.0,75.65181732177734
2017-02-13,79.75,78.52999877929688,78.52999877929688,79.29000091552734,1546200.0,76.794677734375
2017-02-14,81.77999877929688,79.29000091552734,79.29000091552734,81.44999694824219,3315000.0,78.88670349121094
2017-02-15,82.30999755859375,81.48999786376953,81.7300033569336,81.91000366210938,1793000.0,79.33223724365234
2017-02-16,81.3499984741211,80.45999908447266,80.58999633789062,80.76000213623047,2366700.0,78.21842193603516
2017-02-17,80.73999786376953,79.76000213623047,79.93000030517578,80.66999816894531,1214200.0,78.1312484741211
2017-02-21,81.2699966430664,80.16999816894531,80.80000305175781,80.52999877929688,2186600.0,77.99565887451172
2017-02-22,80.36000061035156,79.5,80.0,80.20999908447266,2175100.0,77.68572235107422
2017-02-23,80.5999984741211,79.45999908447266,80.52999877929688,79.81999969482422,1502100.0,77.30799102783203
2017-02-24,79.43000030517578,78.5199966430664,78.91999816894531,78.94999694824219,2135400.0,76.46538543701172
2017-02-27,79.44999694824219,78.87000274658203,78.94999694824219,79.20999908447266,2206200.0,76.71720123291016
2017-02-28,79.91000366210938,78.45999908447266,78.66000366210938,79.70999908447266,2754200.0,77.20146179199219
2017-03-01,82.62000274658203,81.18000030517578,81.18000030517578,81.6500015258789,4164400.0,79.08040618896484
2017-03-02,81.8499984741211,80.33000183105469,81.8499984741211,80.37000274658203,2139600.0,77.84069061279297
2017-03-03,80.63999938964844,79.7699966430664,79.80000305175781,80.22000122070312,1749200.0,77.69541931152344
2017-03-06,79.93000030517578,79.30000305175781,79.6500015258789,79.62000274658203,1526800.0,77.11431121826172
2017-03-07,79.97000122070312,79.31999969482422,79.69999694824219,79.5999984741211,2051900.0,77.09493255615234
2017-03-08,80.95999908447266,79.86000061035156,80.6500015258789,79.91999816894531,2093100.0,77.40485382080078
2017-03-09,80.55999755859375,79.76000213623047,80.43000030517578,79.91000366210938,2350500.0,77.39517211914062
2017-03-10,80.69999694824219,79.54000091552734,80.33000183105469,79.91000366210938,2215000.0,77.39517211914062
2017-03-13,80.88999938964844,79.4800033569336,80.16000366210938,79.54000091552734,2415100.0,77.03681182861328
2017-03-14,79.3499984741211,78.6500015258789,79.18000030517578,79.13999938964844,1972200.0,76.64940643310547
2017-03-15,80.11000061035156,79.1500015258789,79.27999877929688,79.66000366210938,2208400.0,77.15304565429688
2017-03-16,80.95999908447266,79.72000122070312,79.91000366210938,80.61000061035156,2816700.0,78.07312774658203
2017-03-17,80.7699966430664,78.3499984741211,80.69999694824219,78.61000061035156,3939600.0,76.13607788085938
2017-03-20,78.63999938964844,77.62000274658203,78.13999938964844,77.76000213623047,2404500.0,75.3128433227539
2017-03-21,78.33999633789062,76.13999938964844,78.25,76.30999755859375,4562700.0,73.9084701538086
2017-03-22,77.2300033569336,75.2699966430664,75.93000030517578,76.79000091552734,2495900.0,74.37335205078125
2017-03-23,77.94999694824219,76.37000274658203,76.69999694824219,77.2699966430664,2946100.0,74.83824920654297
2017-03-24,77.72000122070312,76.70999908447266,77.5,77.20999908447266,2684200.0,74.78014373779297
2017-03-27,78.20999908447266,75.37000274658203,75.55999755859375,78.11000061035156,3236700.0,75.65181732177734
2017-03-28,80.04000091552734,77.69999694824219,77.8499984741211,79.4000015258789,3081800.0,76.90121459960938
2017-03-29,79.91000366210938,79.06999969482422,79.4000015258789,79.30999755859375,2065700.0,76.81405639648438
2017-03-30,80.19999694824219,78.72000122070312,79.16000366210938,80.04000091552734,1622600.0,77.89429473876953
2017-03-31,80.55000305175781,79.44000244140625,79.61000061035156,79.61000061035156,1478300.0,77.47582244873047
2017-04-03,79.87000274658203,77.79000091552734,79.66999816894531,78.81999969482422,1954900.0,76.70700073242188
2017-04-04,78.97000122070312,78.31999969482422,78.51000213623047,78.69000244140625,1056000.0,76.58048248291016
2017-04-05,80.54000091552734,78.55000305175781,79.33999633789062,78.61000061035156,2556400.0,76.50263214111328
2017-04-06,79.41999816894531,77.87999725341797,78.4800033569336,78.87999725341797,1545000.0,76.76539611816406
2017-04-07,79.37999725341797,78.0199966430664,78.33000183105469,78.77999877929688,1017600.0,76.6680679321289
2017-04-10,79.02999877929688,77.83999633789062,78.76000213623047,78.41999816894531,2172300.0,76.31771850585938
2017-04-11,78.5,77.30000305175781,77.83999633789062,78.31999969482422,2403200.0,76.22039794921875
2017-04-12,78.18000030517578,77.30000305175781,78.0,77.7300033569336,2142100.0,75.64623260498047
2017-04-13,78.8499984741211,77.18000030517578,77.55999755859375,77.30000305175781,1966500.0,75.22775268554688
2017-04-17,78.5199966430664,76.9800033569336,77.51000213623047,78.4800033569336,1734700.0,76.3761215209961
2017-04-18,78.19000244140625,76.94999694824219,77.77999877929688,77.70999908447266,1735900.0,75.62676239013672
2017-04-19,78.7699966430664,77.61000061035156,78.43000030517578,77.87000274658203,1667800.0,75.782470703125
2017-04-20,78.68000030517578,77.5199966430664,78.55999755859375,78.31999969482422,2103300.0,76.22039794921875
2017-04-21,78.80000305175781,77.41000366210938,78.30000305175781,77.69999694824219,1509400.0,75.61701965332031
2017-04-24,80.01000213623047,78.87000274658203,79.33999633789062,79.79000091552734,2159400.0,77.65099334716797
2017-04-25,81.11000061035156,80.08999633789062,80.29000091552734,80.62000274658203,2446700.0,78.458740234375
2017-04-26,83.93000030517578,80.93000030517578,81.0,83.55000305175781,3676600.0,81.31019592285156
2017-04-27,84.83000183105469,83.37000274658203,83.8499984741211,84.7300033569336,2940200.0,82.45858001708984
2017-04-28,85.37999725341797,83.87000274658203,84.69000244140625,83.9000015258789,2711200.0,81.65082550048828
2017-05-01,84.5,83.62999725341797,84.47000122070312,83.94000244140625,2225600.0,81.68975067138672
2017-05-02,84.23999786376953,83.16999816894531,84.08999633789062,83.3499984741211,2069300.0,81.11556243896484
2017-05-03,83.94000244140625,82.61000061035156,82.87999725341797,83.77999877929688,1782300.0,81.5340347290039
2017-05-04,84.79000091552734,83.48999786376953,84.41000366210938,83.72000122070312,1927200.0,81.47563934326172
2017-05-05,84.0999984741211,83.37999725341797,84.0,83.5999984741211,1256900.0,81.35885620117188
2017-05-08,84.12999725341797,83.0999984741211,83.9000015258789,83.38999938964844,1292400.0,81.15449523925781
2017-05-09,84.23999786376953,83.23999786376953,83.51000213623047,83.44999694824219,1378400.0,81.21287536621094
2017-05-10,83.5999984741211,82.9800033569336,83.13999938964844,83.55999755859375,788100.0,81.31993865966797
2017-05-11,83.41999816894531,82.23999786376953,83.19000244140625,82.83000183105469,1866500.0,80.60950469970703
2017-05-12,82.66999816894531,81.7300033569336,82.4800033569336,82.56999969482422,1555900.0,80.35647583007812
2017-05-15,83.23999786376953,82.58999633789062,82.72000122070312,82.79000091552734,1875500.0,80.57057189941406
2017-05-16,83.02999877929688,81.80999755859375,82.48999786376953,82.9000015258789,1338800.0,80.67762756347656
2017-05-17,82.9000015258789,79.43000030517578,82.9000015258789,79.81999969482422,2461000.0,77.68018341064453
2017-05-18,80.48999786376953,79.27999877929688,79.77999877929688,79.88999938964844,1586100.0,77.7483139038086
2017-05-19,81.33999633789062,79.7699966430664,80.02999877929688,80.80999755859375,2252300.0,78.6436538696289
2017-05-22,81.38999938964844,80.37999725341797,81.25,80.80999755859375,1515600.0,78.6436538696289
2017-05-23,81.83000183105469,80.51000213623047,80.94000244140625,81.51000213623047,1041800.0,79.32489013671875
2017-05-24,81.87000274658203,81.25,81.63999938964844,81.80999755859375,1435900.0,79.6168441772461
2017-05-25,82.80000305175781,81.83999633789062,82.12000274658203,82.13999938964844,1219600.0,79.93799591064453
2017-05-26,82.2699966430664,81.61000061035156,81.80000305175781,81.98999786376953,1268200.0,79.7920150756836
